1683526069, 2296, 1871, 1927, 0.059, 0.064, 19
1683526070, 1989, 2114, 2075, 0.087, 0.074, 13
1683526071, 1965, 2282, 2339, 0.07, 0.088, 13
1683526072, 1913, 1925, 1912, 0.07, 0.096, 23
1683526073, 2047, 2215, 1948, 0.079, 0.068, 16
1683526074, 2141, 2221, 2384, 0.055, 0.089, 13
1683526075, 2249, 2331, 2008, 0.094, 0.062, 23
1683526076, 1870, 2054, 2124, 0.083, 0.079, 20
1683526077, 2378, 1883, 1898, 0.07, 0.061, 20
1683526078, 2130, 2296, 1927, 0.063, 0.079, 21
1683526079, 2126, 2145, 2208, 0.067, 0.059, 14
1683526080, 1940, 2271, 1880, 0.09, 0.069, 14
1683526081, 1926, 2337, 2222, 0.084, 0.069, 13
1683526082, 2223, 2259, 2148, 0.058, 0.067, 24
1683526083, 2033, 2015, 2292, 0.083, 0.086, 13
1683526084, 2084, 2091, 1976, 0.094, 0.087, 13
1683526085, 1977, 1876, 1868, 0.089, 0.093, 18
1683526086, 2225, 2224, 2270, 0.099, 0.067, 18
1683526087, 2311, 1832, 2010, 0.068, 0.051, 16
1683526088, 2054, 1922, 1981, 0.05, 0.077, 21
1683526089, 2377, 1838, 2237, 0.093, 0.07, 15
1683526090, 2087, 1978, 2185, 0.088, 0.092, 15
1683526091, 2088, 1996, 2306, 0.085, 0.057, 22
1683526092, 2245, 2025, 1946, 0.055, 0.089, 17
1683526093, 1821, 1873, 1958, 0.085, 0.076, 13
1683526094, 2084, 1867, 2287, 0.085, 0.066, 18
1683526095, 2165, 2179, 1866, 0.087, 0.058, 20
1683526096, 1904, 2094, 2369, 0.068, 0.087, 18
1683526097, 1859, 1968, 2309, 0.062, 0.088, 16
1683526098, 1977, 1916, 2137, 0.096, 0.06, 14
1683526099, 1919, 2275, 2296, 0.056, 0.072, 16
1683526100, 2230, 1968, 2103, 0.087, 0.095, 15
1683526101, 2132, 2158, 2338, 0.062, 0.099, 13
1683526102, 2320, 2098, 2230, 0.081, 0.082, 20
1683526103, 1891, 2290, 2377, 0.081, 0.088, 20
1683526104, 2056, 2016, 1840, 0.083, 0.059, 23
1683526105, 1875, 2387, 1811, 0.063, 0.069, 17
1683526106, 1821, 1950, 2359, 0.082, 0.079, 13
1683526107, 1956, 2106, 2295, 0.061, 0.05, 20
1683526108, 2246, 1897, 1896, 0.074, 0.053, 15
1683526109, 2389, 1918, 2208, 0.07, 0.06, 20
1683526110, 2208, 2016, 2288, 0.058, 0.091, 23
1683526111, 2356, 2352, 2192, 0.077, 0.098, 12
1683526112, 1910, 1802, 2156, 0.05, 0.09, 18
1683526113, 1884, 2106, 2324, 0.052, 0.099, 12
1683526114, 2172, 1852, 2239, 0.078, 0.05, 21
1683526115, 1881, 2097, 1996, 0.062, 0.095, 18
1683526116, 1946, 1807, 1813, 0.085, 0.05, 13
1683526117, 2388, 2368, 2198, 0.052, 0.083, 23
1683526118, 1905, 2265, 2301, 0.061, 0.093, 22
1683526119, 2086, 2216, 2353, 0.073, 0.061, 21
1683526120, 1840, 1812, 2001, 0.064, 0.055, 23
1683526121, 2099, 2400, 1996, 0.082, 0.058, 13
1683526122, 1907, 2197, 2356, 0.09, 0.096, 18
1683526123, 1835, 1982, 2000, 0.088, 0.081, 17
1683526124, 2300, 2168, 2397, 0.086, 0.062, 12
1683526125, 2092, 2269, 2277, 0.056, 0.084, 15
1683526126, 1818, 2076, 2065, 0.077, 0.083, 14
1683526127, 2002, 2367, 2144, 0.061, 0.071, 17
1683526128, 2230, 2243, 2338, 0.089, 0.089, 16
1683526129, 2010, 2013, 2124, 0.077, 0.074, 18
1683526130, 1870, 2028, 1821, 0.065, 0.059, 12
1683526131, 2012, 1875, 2139, 0.079, 0.068, 21
1683526132, 2224, 2228, 1965, 0.077, 0.06, 21
1683526133, 2323, 2151, 2151, 0.086, 0.081, 15
1683526134, 2153, 2264, 2013, 0.064, 0.055, 23
1683526135, 2029, 1811, 2177, 0.072, 0.098, 22
1683526136, 2048, 1905, 2246, 0.072, 0.093, 19
1683526137, 1921, 2014, 2235, 0.072, 0.08, 15
1683526138, 1994, 1975, 1842, 0.097, 0.064, 12
1683526139, 2345, 2124, 1895, 0.089, 0.086, 12
1683526140, 2106, 1829, 1912, 0.074, 0.094, 20
1683526141, 2253, 2199, 1847, 0.072, 0.067, 17
1683526142, 2106, 2115, 1851, 0.099, 0.073, 12
1683526143, 2232, 1930, 2279, 0.089, 0.059, 14
1683526144, 1841, 2355, 1910, 0.065, 0.05, 16
1683526145, 1973, 2089, 2276, 0.066, 0.08, 18
1683526146, 1962, 1896, 2226, 0.064, 0.059, 13
1683526147, 2383, 1836, 2198, 0.063, 0.072, 17
1683526148, 2137, 2280, 2200, 0.056, 0.063, 19
1683526149, 1802, 2067, 2164, 0.081, 0.095, 21
1683526150, 2360, 2248, 1835, 0.074, 0.089, 19
1683526151, 2262, 1967, 2174, 0.074, 0.062, 22
1683526152, 2042, 2031, 1876, 0.051, 0.091, 14
1683526153, 2109, 2338, 1803, 0.091, 0.097, 12
1683526154, 2318, 1827, 2232, 0.07, 0.063, 23
1683526155, 2364, 1898, 2355, 0.068, 0.058, 14
1683526156, 2012, 2131, 2398, 0.072, 0.059, 15
1683526157, 1826, 1995, 2277, 0.05, 0.05, 19
1683526158, 2027, 2215, 1813, 0.071, 0.086, 12
1683526159, 2196, 2176, 1865, 0.073, 0.058, 13
1683526160, 2133, 2228, 2039, 0.071, 0.07, 12
1683526161, 1918, 2310, 2175, 0.072, 0.068, 17
1683526162, 2161, 2195, 2259, 0.08, 0.097, 23
1683526163, 2114, 2397, 2115, 0.094, 0.069, 24
1683526164, 2038, 2359, 2349, 0.077, 0.052, 12
1683526165, 2244, 2255, 1976, 0.055, 0.061, 22
1683526166, 1927, 1931, 2120, 0.067, 0.085, 12
1683526167, 1902, 2344, 2282, 0.085, 0.08, 21
1683526168, 2262, 2167, 2112, 0.097, 0.07, 13
1683526169, 2150, 2003, 2170, 0.064, 0.096, 14
1683526170, 2384, 2086, 2145, 0.089, 0.077, 20
1683526171, 1833, 2105, 2290, 0.054, 0.088, 17
1683526172, 2177, 2045, 2353, 0.052, 0.074, 21
1683526173, 2310, 2341, 2172, 0.092, 0.092, 22
1683526174, 2368, 2203, 2277, 0.052, 0.071, 22
1683526175, 2028, 2358, 2341, 0.091, 0.089, 24
1683526176, 2131, 1822, 2287, 0.06, 0.067, 20
1683526177, 2029, 1888, 2010, 0.058, 0.075, 12
1683526178, 1922, 1991, 2093, 0.094, 0.067, 15
1683526179, 1903, 2052, 1884, 0.064, 0.079, 21
1683526180, 2034, 1952, 2352, 0.066, 0.075, 23
1683526181, 2092, 2192, 1826, 0.069, 0.081, 20
1683526182, 1879, 1978, 2162, 0.059, 0.05, 15
1683526183, 2379, 2154, 2035, 0.086, 0.083, 23
1683526184, 2353, 2086, 1971, 0.099, 0.07, 12
1683526185, 1894, 2235, 2048, 0.065, 0.094, 14
1683526186, 2386, 1973, 1900, 0.072, 0.073, 21
1683526187, 2022, 2103, 1899, 0.05, 0.055, 19
1683526188, 1828, 2307, 1883, 0.083, 0.066, 23
1683526189, 1854, 1801, 2289, 0.058, 0.057, 24
1683526190, 2057, 1868, 2261, 0.059, 0.056, 21
1683526191, 1949, 2372, 2316, 0.066, 0.066, 18
1683526192, 1906, 1878, 2242, 0.054, 0.093, 14
1683526193, 2336, 1826, 2013, 0.074, 0.081, 12
1683526194, 1957, 2080, 2064, 0.059, 0.075, 24
1683526195, 1808, 1833, 2107, 0.068, 0.053, 16
1683526196, 1947, 2359, 2064, 0.099, 0.05, 22
1683526197, 1937, 1986, 1998, 0.075, 0.095, 13
1683526198, 2085, 2063, 2022, 0.092, 0.09, 19
1683526199, 1961, 2111, 2399, 0.085, 0.067, 15
1683526200, 1863, 2037, 2273, 0.093, 0.062, 17
1683526201, 2399, 1860, 2041, 0.051, 0.069, 17
1683526202, 2118, 1995, 2244, 0.086, 0.062, 19
1683526203, 1911, 2131, 2298, 0.05, 0.051, 12
1683526204, 1916, 2062, 2161, 0.096, 0.098, 13
1683526205, 2290, 1886, 1962, 0.059, 0.058, 17
1683526206, 2382, 2126, 1936, 0.056, 0.088, 12
1683526207, 2216, 2042, 2126, 0.08, 0.073, 17
1683526208, 2166, 2069, 1903, 0.052, 0.093, 17
1683526209, 2049, 1853, 2331, 0.079, 0.057, 18
1683526210, 2336, 2394, 2376, 0.09, 0.073, 15
1683526211, 1910, 2009, 1828, 0.094, 0.098, 20
1683526212, 2177, 1919, 1993, 0.095, 0.077, 13
1683526213, 2275, 1815, 2356, 0.065, 0.089, 22
1683526214, 1982, 2263, 2347, 0.059, 0.054, 18
1683526215, 1865, 2081, 1843, 0.08, 0.085, 21
1683526216, 2079, 2097, 2281, 0.071, 0.087, 12
1683526217, 1994, 2056, 2039, 0.063, 0.083, 24
1683526218, 1874, 1905, 2304, 0.086, 0.05, 23
1683526219, 2258, 1937, 2381, 0.051, 0.092, 21
1683526220, 2190, 2050, 2342, 0.062, 0.059, 13
1683526221, 1905, 2241, 2225, 0.079, 0.065, 22
1683526222, 1906, 2077, 2296, 0.085, 0.079, 17
1683526223, 1970, 1874, 2031, 0.087, 0.069, 21
1683526224, 1991, 2298, 2059, 0.08, 0.086, 13
1683526225, 2168, 1827, 1893, 0.056, 0.051, 19
1683526226, 2238, 2238, 1895, 0.092, 0.081, 23
1683526227, 2367, 2201, 2256, 0.088, 0.077, 22
1683526228, 2324, 2116, 2267, 0.078, 0.06, 15
1683526229, 2077, 2316, 2139, 0.09, 0.062, 18
1683526230, 2180, 2127, 2276, 0.056, 0.067, 16
1683526231, 1864, 2210, 1909, 0.067, 0.063, 21
1683526232, 2074, 2311, 2005, 0.073, 0.072, 24
1683526233, 2321, 2031, 1802, 0.091, 0.091, 12
1683526234, 2029, 2335, 1979, 0.071, 0.052, 20
1683526235, 2216, 1985, 2200, 0.052, 0.069, 24
1683526236, 2363, 2395, 1982, 0.076, 0.05, 17
1683526237, 2212, 2099, 1837, 0.059, 0.061, 20
1683526238, 2103, 2085, 2313, 0.064, 0.094, 13
1683526239, 2304, 2036, 1904, 0.093, 0.083, 14
1683526240, 1956, 2356, 2368, 0.093, 0.056, 19
1683526241, 2064, 1881, 2228, 0.056, 0.072, 22
1683526242, 2308, 2237, 1952, 0.053, 0.08, 17
1683526243, 1962, 1891, 1936, 0.097, 0.096, 14
1683526244, 1916, 2035, 2116, 0.051, 0.08, 18
1683526245, 1801, 2146, 2084, 0.082, 0.088, 12
1683526246, 2202, 2237, 2348, 0.051, 0.085, 21
1683526247, 1882, 1862, 2209, 0.097, 0.079, 23
1683526248, 1885, 1840, 2088, 0.061, 0.071, 16
1683526249, 2038, 1902, 1927, 0.078, 0.066, 14
1683526250, 2018, 2060, 1862, 0.079, 0.061, 19
1683526251, 2104, 2367, 1872, 0.09, 0.088, 15
1683526252, 1960, 2013, 2024, 0.066, 0.069, 13
1683526253, 1902, 2205, 1879, 0.061, 0.06, 16
1683526254, 2082, 1936, 1904, 0.067, 0.081, 15
1683526255, 1925, 1979, 2359, 0.068, 0.063, 21
1683526256, 2158, 2184, 1824, 0.078, 0.069, 22
1683526257, 2393, 1867, 2169, 0.065, 0.083, 14
1683526258, 2055, 1873, 2357, 0.064, 0.068, 13
1683526259, 2137, 1881, 2391, 0.097, 0.081, 12
1683526260, 2003, 2351, 1867, 0.06, 0.071, 15
1683526261, 2020, 2231, 2204, 0.062, 0.06, 12
1683526262, 2200, 1989, 2178, 0.057, 0.061, 22
1683526263, 2057, 2397, 2223, 0.06, 0.056, 14
1683526264, 1803, 1803, 2039, 0.087, 0.078, 15
1683526265, 2153, 2384, 2351, 0.066, 0.079, 19
1683526266, 2240, 2036, 2254, 0.09, 0.086, 19
1683526267, 2354, 1952, 2039, 0.099, 0.07, 12
1683526268, 1815, 2250, 2249, 0.096, 0.09, 15
1683526269, 2332, 2274, 1854, 0.054, 0.053, 15
1683526270, 1906, 1892, 2153, 0.097, 0.057, 24
1683526271, 1879, 2087, 2342, 0.071, 0.062, 18
1683526272, 2384, 2219, 2247, 0.092, 0.099, 23
1683526273, 1811, 1837, 2226, 0.076, 0.091, 12
1683526274, 2311, 2079, 1970, 0.095, 0.065, 14
1683526275, 2134, 2228, 2337, 0.073, 0.089, 21
1683526276, 2193, 2300, 1807, 0.05, 0.058, 21
1683526277, 2365, 2152, 2092, 0.087, 0.06, 24
1683526278, 2186, 2258, 2151, 0.06, 0.075, 19
1683526279, 2244, 1963, 2240, 0.062, 0.093, 14
1683526280, 2130, 2198, 2389, 0.08, 0.068, 17
1683526281, 2324, 1949, 2043, 0.074, 0.094, 12
1683526282, 2204, 2183, 2164, 0.073, 0.096, 13
1683526283, 2146, 2252, 1804, 0.068, 0.092, 18
1683526284, 1993, 2178, 2221, 0.054, 0.086, 24
1683526285, 1930, 2394, 2081, 0.08, 0.07, 21
1683526286, 2262, 1855, 1986, 0.064, 0.062, 17
1683526287, 1852, 2062, 2124, 0.071, 0.085, 12
1683526288, 2299, 2376, 2105, 0.066, 0.055, 22
1683526289, 1959, 2000, 2354, 0.065, 0.092, 20
1683526290, 2200, 2099, 1881, 0.099, 0.068, 13
1683526291, 1854, 1951, 2004, 0.06, 0.09, 18
1683526292, 1981, 2044, 2124, 0.066, 0.096, 19
1683526293, 2095, 2295, 2329, 0.058, 0.083, 24
1683526294, 1910, 2228, 1871, 0.093, 0.091, 12
1683526295, 2016, 1879, 2340, 0.07, 0.076, 19
1683526296, 2247, 1885, 2116, 0.063, 0.074, 12
1683526297, 1912, 2243, 1887, 0.085, 0.076, 16
1683526298, 2189, 2379, 2314, 0.078, 0.08, 22
1683526299, 1988, 1824, 1810, 0.057, 0.09, 12
1683526300, 2237, 1975, 2169, 0.097, 0.074, 19
1683526301, 2341, 1991, 2286, 0.093, 0.089, 13
1683526302, 1899, 2090, 2326, 0.072, 0.068, 19
1683526303, 2070, 2315, 1924, 0.086, 0.063, 19
1683526304, 2102, 2092, 2335, 0.062, 0.074, 23
1683526305, 2338, 2124, 1869, 0.077, 0.082, 22
1683526306, 2379, 2377, 1804, 0.088, 0.084, 18
1683526307, 2347, 2132, 2207, 0.07, 0.079, 19
1683526308, 2354, 1860, 2183, 0.089, 0.086, 13
1683526309, 2389, 2219, 1977, 0.096, 0.086, 14
1683526310, 2152, 2341, 2124, 0.086, 0.096, 15
1683526311, 1970, 1960, 2136, 0.056, 0.089, 20
1683526312, 2028, 2242, 1971, 0.064, 0.061, 16
1683526313, 2303, 2003, 1886, 0.081, 0.07, 17
1683526314, 1907, 1941, 1820, 0.077, 0.062, 15
1683526315, 2021, 2088, 2364, 0.073, 0.089, 22
1683526316, 2040, 1951, 2042, 0.058, 0.058, 22
1683526317, 2216, 2225, 2380, 0.064, 0.069, 22
1683526318, 2285, 2098, 2232, 0.088, 0.058, 12
1683526319, 1908, 2363, 1926, 0.061, 0.058, 23
1683526320, 1888, 2075, 2150, 0.054, 0.092, 22
1683526321, 1868, 2196, 2217, 0.06, 0.072, 12
1683526322, 2248, 1859, 2175, 0.09, 0.07, 16
1683526323, 1855, 2202, 2205, 0.063, 0.084, 21
1683526324, 2144, 2153, 1958, 0.08, 0.084, 20
1683526325, 2269, 2242, 2288, 0.093, 0.062, 22
1683526326, 2284, 2297, 2175, 0.092, 0.055, 20
1683526327, 2051, 2391, 1813, 0.066, 0.079, 24
1683526328, 1932, 2144, 2069, 0.062, 0.055, 24
1683526329, 1868, 2247, 2066, 0.081, 0.076, 20
1683526330, 2174, 1857, 2261, 0.066, 0.057, 19
1683526331, 2040, 2367, 1985, 0.072, 0.094, 23
1683526332, 2306, 2254, 2118, 0.091, 0.066, 13
1683526333, 2123, 2348, 2214, 0.055, 0.079, 24
1683526334, 2241, 2224, 2099, 0.062, 0.093, 14
1683526335, 1861, 2159, 2345, 0.07, 0.051, 15
1683526336, 2010, 1932, 2394, 0.057, 0.062, 13
1683526337, 1859, 2326, 1850, 0.089, 0.084, 17
1683526338, 2120, 1839, 2149, 0.06, 0.065, 13
1683526339, 2387, 2144, 2328, 0.084, 0.051, 12
1683526340, 1908, 2248, 2072, 0.074, 0.061, 18
1683526341, 1815, 2252, 2096, 0.092, 0.086, 19
1683526342, 2005, 1978, 2041, 0.05, 0.08, 16
1683526343, 2394, 2012, 2333, 0.056, 0.094, 19
1683526344, 2247, 2004, 1978, 0.055, 0.054, 22
1683526345, 2023, 2269, 2084, 0.084, 0.052, 18
1683526346, 2395, 2208, 2240, 0.091, 0.079, 20
1683526347, 1806, 2294, 1937, 0.062, 0.078, 21
1683526348, 1876, 1814, 1976, 0.06, 0.055, 14
1683526349, 2243, 1940, 2334, 0.092, 0.086, 21
1683526350, 2322, 1809, 1898, 0.063, 0.052, 19
1683526351, 1929, 2171, 2098, 0.077, 0.087, 15
1683526352, 2264, 2340, 2344, 0.085, 0.057, 15
1683526353, 2366, 1934, 2379, 0.084, 0.073, 17
1683526354, 2336, 2386, 2212, 0.081, 0.099, 17
1683526355, 1899, 2200, 1943, 0.082, 0.07, 13
1683526356, 1888, 1805, 2027, 0.052, 0.078, 14
1683526357, 2172, 2111, 1900, 0.094, 0.078, 23
1683526358, 2015, 2012, 2093, 0.072, 0.058, 18
1683526359, 2266, 1961, 2092, 0.097, 0.063, 13
1683526360, 2147, 1864, 2370, 0.096, 0.091, 23
1683526361, 2146, 2022, 2252, 0.064, 0.069, 14
1683526362, 1996, 2052, 2345, 0.096, 0.074, 18
1683526363, 2191, 1854, 2204, 0.055, 0.059, 24
1683526364, 2254, 2386, 2054, 0.085, 0.051, 12
1683526365, 2052, 2281, 2020, 0.079, 0.088, 13
1683526366, 1867, 1915, 2376, 0.077, 0.06, 16
1683526367, 1889, 2020, 1971, 0.081, 0.068, 13
1683526368, 2025, 2042, 1863, 0.057, 0.07, 13
1683526369, 2395, 1851, 2032, 0.052, 0.098, 18
1683526370, 2205, 2185, 2046, 0.066, 0.057, 12
1683526371, 2115, 2347, 1803, 0.09, 0.09, 14
1683526372, 1945, 2226, 2047, 0.05, 0.058, 18
1683526373, 2062, 1820, 2013, 0.078, 0.074, 20
1683526374, 2245, 2317, 2261, 0.063, 0.093, 19
1683526375, 2179, 2242, 2115, 0.05, 0.066, 16
1683526376, 2313, 1852, 1939, 0.059, 0.078, 24
1683526377, 2344, 2160, 2038, 0.061, 0.062, 16
1683526378, 1960, 1946, 2391, 0.089, 0.088, 15
1683526379, 1919, 2051, 2164, 0.089, 0.074, 16
1683526380, 2310, 1842, 2106, 0.081, 0.088, 16
1683526381, 2153, 2316, 1832, 0.079, 0.079, 12
1683526382, 2041, 2111, 1807, 0.097, 0.091, 16
1683526383, 2185, 2333, 1901, 0.074, 0.074, 19
1683526384, 2022, 2097, 1895, 0.058, 0.073, 20
1683526385, 2187, 1921, 2137, 0.071, 0.077, 22
1683526386, 1873, 2371, 1990, 0.058, 0.059, 21
1683526387, 2089, 2312, 2004, 0.053, 0.058, 13
1683526388, 1987, 1910, 2310, 0.095, 0.087, 16
1683526389, 1867, 1843, 2184, 0.084, 0.069, 13
1683526390, 2193, 2152, 1917, 0.07, 0.081, 21
1683526391, 2077, 2190, 2104, 0.093, 0.061, 19
1683526392, 2161, 1856, 2286, 0.082, 0.092, 21
1683526393, 2278, 2275, 2058, 0.072, 0.081, 24
1683526394, 2146, 1901, 1858, 0.084, 0.054, 20
1683526395, 1860, 2265, 2111, 0.073, 0.087, 18
1683526396, 2248, 1943, 2154, 0.098, 0.055, 23
1683526397, 1926, 2106, 1913, 0.082, 0.085, 18
1683526398, 1959, 1820, 2075, 0.06, 0.068, 22
1683526399, 2233, 1888, 2147, 0.087, 0.063, 24
1683526400, 2314, 1949, 2147, 0.073, 0.071, 18
1683526401, 1924, 1910, 2156, 0.088, 0.067, 15
1683526402, 2272, 2123, 2344, 0.064, 0.064, 21
1683526403, 2186, 2230, 1842, 0.097, 0.091, 19
1683526404, 2106, 1815, 2209, 0.053, 0.072, 15
1683526405, 2335, 2155, 1911, 0.052, 0.099, 20
1683526406, 2231, 2376, 2220, 0.099, 0.066, 19
1683526407, 2161, 2062, 2140, 0.073, 0.088, 24
1683526408, 2063, 1832, 2176, 0.072, 0.099, 19
1683526409, 1826, 2136, 2311, 0.086, 0.069, 15
1683526410, 2133, 2059, 1907, 0.055, 0.068, 22
1683526411, 1889, 2043, 2335, 0.08, 0.065, 18
1683526412, 2325, 2399, 2258, 0.094, 0.052, 22
1683526413, 1946, 2238, 1809, 0.098, 0.051, 24
1683526414, 2218, 1840, 2110, 0.053, 0.082, 14
1683526415, 1880, 1944, 2093, 0.067, 0.087, 16
1683526416, 1946, 2349, 2148, 0.082, 0.052, 16
1683526417, 2077, 2053, 1848, 0.089, 0.095, 17
1683526418, 1911, 2400, 2397, 0.053, 0.051, 21
1683526419, 1894, 2075, 2388, 0.09, 0.09, 15
1683526420, 2175, 1819, 2279, 0.05, 0.055, 24
1683526421, 1972, 2154, 2022, 0.08, 0.072, 12
1683526422, 2306, 2383, 2068, 0.085, 0.061, 24
1683526423, 1913, 1900, 1856, 0.099, 0.088, 13
